Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S27755925,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-22-2016,08:00 AM,eBird - Stationary Count,20,1,,,1,,,rainy morning
S27847775,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-27-2016,12:30 PM,eBird - Stationary Count,120,1,,,1,,,warm sunny day
S28230788,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-15-2016,08:30 AM,eBird - Casual Observation,0,0,,,1
S28428540,Red-bellied Woodpecker,Melanerpes carolinus,10925,2,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-19-2016,02:00 PM,eBird - Casual Observation,0,0,,,1
S28774239,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,04-06-2016,08:00 AM,eBird - Stationary Count,20,1,,,1
S31295774,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,08-28-2016,12:45 PM,eBird - Stationary Count,45,1,,,1
S32376136,Red-bellied Woodpecker,Melanerpes carolinus,10925,4,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-05-2016,08:00 AM,eBird - Stationary Count,30,1,,,1
S32449425,Red-bellied Woodpecker,Melanerpes carolinus,10925,3,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-09-2016,02:00 PM,eBird - Stationary Count,15,1,,,1
S32518411,Red-bellied Woodpecker,Melanerpes carolinus,10925,X,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-13-2016,10:20 AM,eBird - Stationary Count,15,1,,,1,,,50 degrees and sunny
S32619029,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,11-19-2016,10:40 AM,eBird - Stationary Count,20,1,,,1,,,"cold, breezy, clear"
S34761588,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,02-24-2017,09:30 AM,eBird - Stationary Count,30,1,,,1,,"was looking for bugs in oak branches, then flew to a rotten branch",mild breezy morning
S35003724,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-06-2017,09:43 AM,eBird - Stationary Count,22,1,,,1
S35179893,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-14-2017,01:19 PM,eBird - Stationary Count,79,1,,,1
S35221483,Red-bellied Woodpecker,Melanerpes carolinus,10925,1,US-TX,Harrison,Bullard Creek,32.5366111,-94.1498923,03-16-2017,05:31 PM,eBird - Stationary Count,25,1,,,1
